timestamp,open,high,low,close,volume
1672729200000,16808.0,16815.0,16805.0,16813.0,6500.0
1672732800000,16813.0,16820.0,16810.0,16818.0,6600.0
1672736400000,16818.0,16825.0,16815.0,16823.0,6700.0
1672740000000,16823.0,16830.0,16820.0,16828.0,6800.0
1672743600000,16828.0,16835.0,16825.0,16833.0,6900.0
1672747200000,16833.0,16840.0,16830.0,16838.0,7000.0
1672750800000,16838.0,16845.0,16835.0,16843.0,7100.0
1672754400000,16843.0,16850.0,16840.0,16848.0,7200.0
1672758000000,16848.0,16855.0,16845.0,16853.0,7300.0
1672761600000,16853.0,16860.0,16850.0,16858.0,7400.0
1672765200000,16858.0,16865.0,16855.0,16863.0,7500.0
1672768800000,16863.0,16870.0,16860.0,16868.0,7600.0
1672772400000,16868.0,16875.0,16865.0,16873.0,7700.0
1672776000000,16873.0,16880.0,16870.0,16878.0,7800.0
1672779600000,16878.0,16885.0,16875.0,16883.0,7900.0
1672783200000,16883.0,16890.0,16880.0,16888.0,8000.0
1672786800000,16888.0,16895.0,16885.0,16893.0,8100.0
1672790400000,16893.0,16900.0,16890.0,16898.0,8200.0
1672794000000,16898.0,16905.0,16895.0,16903.0,8300.0
1672797600000,16903.0,16910.0,16900.0,16908.0,8400.0
1672801200000,16908.0,16915.0,16905.0,16913.0,8500.0
1672804800000,16913.0,16920.0,16910.0,16918.0,8600.0
1672808400000,16918.0,16925.0,16915.0,16923.0,8700.0
1672812000000,16923.0,16930.0,16920.0,16928.0,8800.0
1672815600000,16928.0,16935.0,16925.0,16933.0,8900.0
1672819200000,16933.0,16940.0,16930.0,16938.0,9000.0
1672822800000,16938.0,16945.0,16935.0,16943.0,9100.0
1672826400000,16943.0,16950.0,16940.0,16948.0,9200.0
1672830000000,16948.0,16955.0,16945.0,16953.0,9300.0
1672833600000,16953.0,16960.0,16950.0,16958.0,9400.0
1672837200000,16958.0,16965.0,16955.0,16963.0,9500.0
1672840800000,16963.0,16970.0,16960.0,16968.0,9600.0
1672844400000,16968.0,16975.0,16965.0,16973.0,9700.0
1672848000000,16973.0,16980.0,16970.0,16978.0,9800.0
1672851600000,16978.0,16985.0,16975.0,16983.0,9900.0
1672855200000,16983.0,16990.0,16980.0,16988.0,10000.0
1672858800000,16988.0,16995.0,16985.0,16993.0,10100.0
1672862400000,16993.0,17000.0,16990.0,16998.0,10200.0
1672866000000,16998.0,17005.0,16995.0,17003.0,10300.0
1672869600000,17003.0,17010.0,17000.0,17008.0,10400.0
1672873200000,17008.0,17015.0,17005.0,17013.0,10500.0
1672876800000,17013.0,17020.0,17010.0,17018.0,10600.0
1672880400000,17018.0,17025.0,17015.0,17023.0,10700.0
1672884000000,17023.0,17030.0,17020.0,17028.0,10800.0
1672887600000,17028.0,17035.0,17025.0,17033.0,10900.0
1672891200000,17033.0,17040.0,17030.0,17038.0,11000.0
1672894800000,17038.0,17045.0,17035.0,17043.0,11100.0
1672898400000,17043.0,17050.0,17040.0,17048.0,11200.0
1672902000000,17048.0,17055.0,17045.0,17053.0,11300.0
1672905600000,17053.0,17060.0,17050.0,17058.0,11400.0
1672909200000,17058.0,17065.0,17055.0,17063.0,11500.0
1672912800000,17063.0,17070.0,17060.0,17068.0,11600.0
1672916400000,17068.0,17075.0,17065.0,17073.0,11700.0
1672920000000,17073.0,17080.0,17070.0,17078.0,11800.0
1672923600000,17078.0,17085.0,17075.0,17083.0,11900.0
1672927200000,17083.0,17090.0,17080.0,17088.0,12000.0
1672930800000,17088.0,17095.0,17085.0,17093.0,12100.0
1672934400000,17093.0,17100.0,17090.0,17098.0,12200.0
1672938000000,17098.0,17105.0,17095.0,17103.0,12300.0
1672941600000,17103.0,17110.0,17100.0,17108.0,12400.0
1672945200000,17108.0,17115.0,17105.0,17113.0,12500.0
1672948800000,17113.0,17120.0,17110.0,17118.0,12600.0
1672952400000,17118.0,17125.0,17115.0,17123.0,12700.0
1672956000000,17123.0,17130.0,17120.0,17128.0,12800.0
1672959600000,17128.0,17135.0,17125.0,17133.0,12900.0
1672963200000,17133.0,17140.0,17130.0,17138.0,13000.0
1672966800000,17138.0,17145.0,17135.0,17143.0,13100.0
1672970400000,17143.0,17150.0,17140.0,17148.0,13200.0
1672974000000,17148.0,17155.0,17145.0,17153.0,13300.0
1672977600000,17153.0,17160.0,17150.0,17158.0,13400.0
1672981200000,17158.0,17165.0,17155.0,17163.0,13500.0
1672984800000,17163.0,17170.0,17160.0,17168.0,13600.0
1672988400000,16718.0,16725.0,16715.0,16723.0,4700.0
1672992000000,16723.0,16730.0,16720.0,16728.0,4800.0
1672995600000,16728.0,16735.0,16725.0,16733.0,4900.0
1672999200000,16733.0,16740.0,16730.0,16738.0,5000.0
1673002800000,16738.0,16745.0,16735.0,16743.0,5100.0
1673006400000,16743.0,16750.0,16740.0,16748.0,5200.0
1673010000000,16748.0,16755.0,16745.0,16753.0,5300.0
1673013600000,16753.0,16760.0,16750.0,16758.0,5400.0
1673017200000,16758.0,16765.0,16755.0,16763.0,5500.0
1673020800000,16763.0,16770.0,16760.0,16768.0,5600.0
1673024400000,16768.0,16775.0,16765.0,16773.0,5700.0
1673028000000,16773.0,16780.0,16770.0,16778.0,5800.0
1673031600000,16778.0,16785.0,16775.0,16783.0,5900.0
1673035200000,16783.0,16790.0,16780.0,16788.0,6000.0
1673038800000,16788.0,16795.0,16785.0,16793.0,6100.0
1673042400000,16793.0,16800.0,16790.0,16798.0,6200.0
1673046000000,16798.0,16805.0,16795.0,16803.0,6300.0
1673049600000,16803.0,16810.0,16800.0,16808.0,6400.0
1673053200000,16808.0,16815.0,16805.0,16813.0,6500.0
1673056800000,16813.0,16820.0,16810.0,16818.0,6600.0
1673060400000,16818.0,16825.0,16815.0,16823.0,6700.0
1673064000000,16823.0,16830.0,16820.0,16828.0,6800.0
1673067600000,16828.0,16835.0,16825.0,16833.0,6900.0
1673071200000,16833.0,16840.0,16830.0,16838.0,7000.0
1673074800000,16838.0,16845.0,16835.0,16843.0,7100.0
1673078400000,16843.0,16850.0,16840.0,16848.0,7200.0
1673082000000,16848.0,16855.0,16845.0,16853.0,7300.0
1673085600000,16853.0,16860.0,16850.0,16858.0,7400.0
1673089200000,16858.0,16865.0,16855.0,16863.0,7500.0
1673092800000,16863.0,16870.0,16860.0,16868.0,7600.0
1673096400000,16868.0,16875.0,16865.0,16873.0,7700.0
1673100000000,16873.0,16880.0,16870.0,16878.0,7800.0
1673103600000,16878.0,16885.0,16875.0,16883.0,7900.0
1673107200000,16883.0,16890.0,16880.0,16888.0,8000.0
1673110800000,16888.0,16895.0,16885.0,16893.0,8100.0
1673114400000,16893.0,16900.0,16890.0,16898.0,8200.0
1673118000000,16898.0,16905.0,16895.0,16903.0,8300.0
1673121600000,16903.0,16910.0,16900.0,16908.0,8400.0
1673125200000,16908.0,16915.0,16905.0,16913.0,8500.0
1673128800000,16913.0,16920.0,16910.0,16918.0,8600.0
1673132400000,16918.0,16925.0,16915.0,16923.0,8700.0
1673136000000,16923.0,16930.0,16920.0,16928.0,8800.0
1673139600000,16928.0,16935.0,16925.0,16933.0,8900.0
1673143200000,16933.0,16940.0,16930.0,16938.0,9000.0
1673146800000,16938.0,16945.0,16935.0,16943.0,9100.0
1673150400000,16943.0,16950.0,16940.0,16948.0,9200.0
1673154000000,16948.0,16955.0,16945.0,16953.0,9300.0
1673157600000,16953.0,16960.0,16950.0,16958.0,9400.0
1673161200000,16958.0,16965.0,16955.0,16963.0,9500.0
1673164800000,16963.0,16970.0,16960.0,16968.0,9600.0
1673168400000,16968.0,16975.0,16965.0,16973.0,9700.0
1673172000000,16973.0,16980.0,16970.0,16978.0,9800.0
1673175600000,16978.0,16985.0,16975.0,16983.0,9900.0
1673179200000,16983.0,16990.0,16980.0,16988.0,10000.0
1673182800000,16988.0,16995.0,16985.0,16993.0,10100.0
1673186400000,16993.0,17000.0,16990.0,16998.0,10200.0
1673190000000,16998.0,17005.0,16995.0,17003.0,10300.0
1673193600000,17003.0,17010.0,17000.0,17008.0,10400.0
1673197200000,17008.0,17015.0,17005.0,17013.0,10500.0
1673200800000,17013.0,17020.0,17010.0,17018.0,10600.0
1673204400000,17018.0,17025.0,17015.0,17023.0,10700.0
1673208000000,17023.0,17030.0,17020.0,17028.0,10800.0
1673211600000,17028.0,17035.0,17025.0,17033.0,10900.0
1673215200000,17033.0,17040.0,17030.0,17038.0,11000.0
1673218800000,17038.0,17045.0,17035.0,17043.0,11100.0
1673222400000,17043.0,17050.0,17040.0,17048.0,11200.0
1673226000000,17048.0,17055.0,17045.0,17053.0,11300.0
1673229600000,17053.0,17060.0,17050.0,17058.0,11400.0
1673233200000,17058.0,17065.0,17055.0,17063.0,11500.0
1673236800000,17063.0,17070.0,17060.0,17068.0,11600.0
1673240400000,17068.0,17075.0,17065.0,17073.0,11700.0
1673244000000,17073.0,17080.0,17070.0,17078.0,11800.0
1673247600000,17078.0,17085.0,17075.0,17083.0,11900.0
1673251200000,17083.0,17090.0,17080.0,17088.0,12000.0
1673254800000,17088.0,17095.0,17085.0,17093.0,12100.0
1673258400000,17093.0,17100.0,17090.0,17098.0,12200.0
1673262000000,17098.0,17105.0,17095.0,17103.0,12300.0
1673265600000,17103.0,17110.0,17100.0,17108.0,12400.0
1673269200000,17108.0,17115.0,17105.0,17113.0,12500.0
1673272800000,17113.0,17120.0,17110.0,17118.0,12600.0
1673276400000,17118.0,17125.0,17115.0,17123.0,12700.0
1673280000000,17123.0,17130.0,17120.0,17128.0,12800.0
1673283600000,17128.0,17135.0,17125.0,17133.0,12900.0
1673287200000,17133.0,17140.0,17130.0,17138.0,13000.0
1673290800000,17138.0,17145.0,17135.0,17143.0,13100.0
1673294400000,17143.0,17150.0,17140.0,17148.0,13200.0
1673298000000,17148.0,17155.0,17145.0,17153.0,13300.0
1673301600000,17153.0,17160.0,17150.0,17158.0,13400.0
1673305200000,17158.0,17165.0,17155.0,17163.0,13500.0
1673308800000,17163.0,17170.0,17160.0,17168.0,13600.0
1673312400000,17168.0,17175.0,17165.0,17173.0,13700.0
1673316000000,17173.0,17180.0,17170.0,17178.0,13800.0
1673319600000,17178.0,17185.0,17175.0,17183.0,13900.0
1673323200000,17183.0,17190.0,17180.0,17188.0,14000.0
1673326800000,17188.0,17195.0,17185.0,17193.0,14100.0
1673330400000,17193.0,17200.0,17190.0,17198.0,14200.0
1673334000000,17198.0,17205.0,17195.0,17203.0,14300.0
1673337600000,17203.0,17210.0,17200.0,17208.0,14400.0
1673341200000,17208.0,17215.0,17205.0,17213.0,14500.0
1673344800000,17213.0,17220.0,17210.0,17218.0,14600.0
1673348400000,17218.0,17225.0,17215.0,17223.0,14700.0
1673352000000,17223.0,17230.0,17220.0,17228.0,14800.0
1673355600000,17228.0,17235.0,17225.0,17233.0,14900.0
1673359200000,17233.0,17240.0,17230.0,17238.0,15000.0
1673362800000,17238.0,17245.0,17235.0,17243.0,15100.0
1673366400000,17243.0,17250.0,17240.0,17248.0,15200.0
1673370000000,17248.0,17255.0,17245.0,17253.0,15300.0
1673373600000,17253.0,17260.0,17250.0,17258.0,15400.0
1673377200000,17258.0,17265.0,17255.0,17263.0,15500.0
1673380800000,17263.0,17270.0,17260.0,17268.0,15600.0
1673384400000,17268.0,17275.0,17265.0,17273.0,15700.0
1673388000000,17273.0,17280.0,17270.0,17278.0,15800.0
1673391600000,17278.0,17285.0,17275.0,17283.0,15900.0
1673395200000,17283.0,17290.0,17280.0,17288.0,16000.0
1673398800000,17288.0,17295.0,17285.0,17293.0,16100.0
1673402400000,17293.0,17300.0,17290.0,17298.0,16200.0
1673406000000,17298.0,17305.0,17295.0,17303.0,16300.0
1673409600000,17303.0,17310.0,17300.0,17308.0,16400.0
1673413200000,17308.0,17315.0,17305.0,17313.0,16500.0
1673416800000,17313.0,17320.0,17310.0,17318.0,16600.0
1673420400000,17318.0,17325.0,17315.0,17323.0,16700.0
1673424000000,17323.0,17330.0,17320.0,17328.0,16800.0
1673427600000,17328.0,17335.0,17325.0,17333.0,16900.0
1673431200000,17333.0,17340.0,17330.0,17338.0,17000.0
1673434800000,17338.0,17345.0,17335.0,17343.0,17100.0
1673438400000,17343.0,17350.0,17340.0,17348.0,17200.0
1673442000000,17348.0,17355.0,17345.0,17353.0,17300.0
1673445600000,17353.0,17360.0,17350.0,17358.0,17400.0
1673449200000,17358.0,17365.0,17355.0,17363.0,17500.0
1673452800000,17363.0,17370.0,17360.0,17368.0,17600.0
1673456400000,17368.0,17375.0,17365.0,17373.0,17700.0
1673460000000,17373.0,17380.0,17370.0,17378.0,17800.0
1673463600000,17378.0,17385.0,17375.0,17383.0,17900.0
1673467200000,17383.0,17390.0,17380.0,17388.0,18000.0
1673470800000,17388.0,17395.0,17385.0,17393.0,18100.0
1673474400000,17393.0,17400.0,17390.0,17398.0,18200.0
1673478000000,17398.0,17405.0,17395.0,17403.0,18300.0
1673481600000,17403.0,17410.0,17400.0,17408.0,18400.0
1673485200000,17408.0,17415.0,17405.0,17413.0,18500.0
1673488800000,17413.0,17420.0,17410.0,17418.0,18600.0
1673492400000,17418.0,17425.0,17415.0,17423.0,18700.0
1673496000000,17423.0,17430.0,17420.0,17428.0,18800.0
1673499600000,17428.0,17435.0,17425.0,17433.0,18900.0
1673503200000,17433.0,17440.0,17430.0,17438.0,19000.0
1673506800000,17438.0,17445.0,17435.0,17443.0,19100.0
1673510400000,17443.0,17450.0,17440.0,17448.0,19200.0
1673514000000,17448.0,17455.0,17445.0,17453.0,19300.0
1673517600000,17453.0,17460.0,17450.0,17458.0,19400.0
1673521200000,17458.0,17465.0,17455.0,17463.0,19500.0
1673524800000,17463.0,17470.0,17460.0,17468.0,19600.0
1673528400000,17468.0,17475.0,17465.0,17473.0,19700.0
1673532000000,17473.0,17480.0,17470.0,17478.0,19800.0
1673535600000,17478.0,17485.0,17475.0,17483.0,19900.0
1673539200000,17483.0,17490.0,17480.0,17488.0,20000.0
1673542800000,17488.0,17495.0,17485.0,17493.0,20100.0
1673546400000,17493.0,17500.0,17490.0,17498.0,20200.0
1673550000000,17498.0,17505.0,17495.0,17503.0,20300.0
1673553600000,17503.0,17510.0,17500.0,17508.0,20400.0
1673557200000,17508.0,17515.0,17505.0,17513.0,20500.0
1673560800000,17513.0,17520.0,17510.0,17518.0,20600.0
1673564400000,17518.0,17525.0,17515.0,17523.0,20700.0
1673568000000,17523.0,17530.0,17520.0,17528.0,20800.0
1673571600000,17528.0,17535.0,17525.0,17533.0,20900.0
1673575200000,17533.0,17540.0,17530.0,17538.0,21000.0
1673578800000,17538.0,17545.0,17535.0,17543.0,21100.0
1673582400000,17543.0,17550.0,17540.0,17548.0,21200.0
1673586000000,17548.0,17555.0,17545.0,17553.0,21300.0
1673589600000,17553.0,17560.0,17550.0,17558.0,21400.0
1673593200000,17558.0,17565.0,17555.0,17563.0,21500.0
1673596800000,17563.0,17570.0,17560.0,17568.0,21600.0
1673600400000,17568.0,17575.0,17565.0,17573.0,21700.0
1673604000000,17573.0,17580.0,17570.0,17578.0,21800.0
1673607600000,17578.0,17585.0,17575.0,17583.0,21900.0
1673611200000,17583.0,17590.0,17580.0,17588.0,22000.0
1673614800000,17588.0,17595.0,17585.0,17593.0,22100.0
1673618400000,17593.0,18000.0,17590.0,17598.0,22200.0
1673622000000,17598.0,18005.0,17595.0,17603.0,22300.0
1673625600000,17603.0,18010.0,17600.0,17608.0,22400.0
1673629200000,17608.0,18015.0,17605.0,17613.0,22500.0
1673632800000,17613.0,18020.0,17610.0,17618.0,22600.0
1673636400000,17618.0,18025.0,17615.0,17623.0,22700.0
1673640000000,17623.0,18030.0,17620.0,17628.0,22800.0
1673643600000,17628.0,18035.0,17625.0,17633.0,22900.0
1673647200000,17633.0,18040.0,17630.0,17638.0,23000.0
1673650800000,17638.0,18045.0,17635.0,17643.0,23100.0
1673654400000,17643.0,18050.0,17640.0,17648.0,23200.0
1673658000000,17648.0,18055.0,17645.0,17653.0,23300.0
1673661600000,17653.0,18060.0,17650.0,17658.0,23400.0
1673665200000,17658.0,18065.0,17655.0,17663.0,23500.0
1673668800000,17663.0,18070.0,17660.0,17668.0,23600.0
1673672400000,17668.0,18075.0,17665.0,17673.0,23700.0
1673676000000,17673.0,18080.0,17670.0,17678.0,23800.0
1673679600000,17678.0,18085.0,17675.0,17683.0,23900.0
1673683200000,17683.0,18090.0,17680.0,17688.0,24000.0
1673686800000,17688.0,18095.0,17685.0,17693.0,24100.0
1673690400000,17693.0,18100.0,17690.0,17698.0,24200.0
1673694000000,17698.0,18105.0,17695.0,17703.0,24300.0
1673697600000,17703.0,18110.0,17700.0,17708.0,24400.0
1673701200000,17708.0,18115.0,17705.0,17713.0,24500.0
1673704800000,17713.0,18120.0,17710.0,17718.0,24600.0
1673708400000,17718.0,18125.0,17715.0,17723.0,24700.0
1673712000000,17723.0,18130.0,17720.0,17728.0,24800.0
1673715600000,17728.0,18135.0,17725.0,17733.0,24900.0
1673719200000,17733.0,18140.0,17730.0,17738.0,25000.0
1673722800000,17738.0,18145.0,17735.0,17743.0,25100.0
1673726400000,17743.0,18150.0,17740.0,17748.0,25200.0
1673730000000,17748.0,18155.0,17745.0,17753.0,25300.0
1673733600000,17753.0,18160.0,17750.0,17758.0,25400.0
1673737200000,17758.0,18165.0,17755.0,17763.0,25500.0
1673740800000,17763.0,18170.0,17760.0,17768.0,25600.0
1673744400000,17768.0,18175.0,17765.0,17773.0,25700.0
1673748000000,17773.0,18180.0,17770.0,17778.0,25800.0
1673751600000,17778.0,18185.0,17775.0,17783.0,25900.0
1673755200000,17783.0,18190.0,17780.0,17788.0,26000.0
1673758800000,17788.0,18195.0,17785.0,17793.0,26100.0
1673762400000,17793.0,18200.0,17790.0,17798.0,26200.0
1673766000000,17798.0,18205.0,17795.0,17803.0,26300.0
1673769600000,17803.0,18210.0,17800.0,17808.0,26400.0
1673773200000,17808.0,18215.0,17805.0,17813.0,26500.0
1673776800000,17813.0,18220.0,17810.0,17818.0,26600.0
1673780400000,17818.0,18225.0,17815.0,17823.0,26700.0
1673784000000,17823.0,18230.0,17820.0,17828.0,26800.0
1673787600000,17828.0,18235.0,17825.0,17833.0,26900.0
1673791200000,17833.0,18240.0,17830.0,17838.0,27000.0
1673794800000,17838.0,18245.0,17835.0,17843.0,27100.0
1673798400000,17843.0,18250.0,17840.0,17848.0,27200.0
1673802000000,17848.0,18255.0,17845.0,17853.0,27300.0
1673805600000,17853.0,18260.0,17850.0,17858.0,27400.0
1673809200000,17858.0,18265.0,17855.0,17863.0,27500.0
1673812800000,17863.0,18270.0,17860.0,17868.0,27600.0
1673816400000,17868.0,18275.0,17865.0,17873.0,27700.0
1673820000000,17873.0,18280.0,17870.0,17878.0,27800.0
1673823600000,17878.0,18285.0,17875.0,17883.0,27900.0
1673827200000,17883.0,18290.0,17880.0,17888.0,28000.0
1673830800000,17888.0,18295.0,17885.0,17893.0,28100.0
1673834400000,17893.0,18300.0,17890.0,17898.0,28200.0
1673838000000,17898.0,18305.0,17895.0,17903.0,28300.0
1673841600000,17903.0,18310.0,17900.0,17908.0,28400.0
1673845200000,17908.0,18315.0,17905.0,17913.0,28500.0
1673848800000,17913.0,18320.0,17910.0,17918.0,28600.0
1673852400000,17918.0,18325.0,17915.0,17923.0,28700.0
1673856000000,17923.0,18330.0,17920.0,17928.0,28800.0
1673859600000,17928.0,18335.0,17925.0,17933.0,28900.0
1673863200000,17933.0,18340.0,17930.0,17938.0,29000.0
1673866800000,17938.0,18345.0,17935.0,17943.0,29100.0
1673870400000,17943.0,18350.0,17940.0,17948.0,29200.0
1673874000000,17948.0,18355.0,17945.0,17953.0,29300.0
1673877600000,17953.0,18360.0,17950.0,17958.0,29400.0
1673881200000,17958.0,18365.0,17955.0,17963.0,29500.0
1673884800000,17963.0,18370.0,17960.0,17968.0,29600.0
1673888400000,17968.0,18375.0,17965.0,17973.0,29700.0
1673892000000,17973.0,18380.0,17970.0,17978.0,29800.0
1673895600000,17978.0,18385.0,17975.0,17983.0,29900.0
1673899200000,17983.0,18390.0,17980.0,17988.0,30000.0
1673902800000,17988.0,18395.0,17985.0,17993.0,30100.0
1673906400000,17993.0,18400.0,17990.0,17998.0,30200.0
1673910000000,17998.0,18405.0,17995.0,18003.0,30300.0
1673913600000,18003.0,18410.0,18000.0,18008.0,30400.0
1673917200000,18008.0,18415.0,18005.0,18013.0,30500.0
1673920800000,18013.0,18420.0,18010.0,18018.0,30600.0
1673924400000,18018.0,18425.0,18015.0,18023.0,30700.0
1673928000000,18023.0,18430.0,18020.0,18028.0,30800.0
1673931600000,18028.0,18435.0,18025.0,18033.0,30900.0
1673935200000,18033.0,18440.0,18030.0,18038.0,31000.0
1673938800000,18038.0,18445.0,18035.0,18043.0,31100.0
1673942400000,18043.0,18450.0,18040.0,18048.0,31200.0
1673946000000,18048.0,18455.0,18045.0,18053.0,31300.0
1673949600000,18053.0,18460.0,18050.0,18058.0,31400.0
1673953200000,18058.0,18465.0,18055.0,18063.0,31500.0
1673956800000,18063.0,18470.0,18060.0,18068.0,31600.0
1673960400000,18068.0,18475.0,18065.0,18073.0,31700.0
1673964000000,18073.0,18480.0,18070.0,18078.0,31800.0
1673967600000,18078.0,18485.0,18075.0,18083.0,31900.0
1673971200000,18083.0,18490.0,18080.0,18088.0,32000.0
1673974800000,18088.0,18495.0,18085.0,18093.0,32100.0
1673978400000,18093.0,18500.0,18090.0,18098.0,32200.0
1673982000000,18098.0,18505.0,18095.0,18103.0,32300.0
1673985600000,18103.0,18510.0,18100.0,18108.0,32400.0
1673989200000,18108.0,18515.0,18105.0,18113.0,32500.0
1673992800000,18113.0,18520.0,18110.0,18118.0,32600.0
1673996400000,18118.0,18525.0,18115.0,18123.0,32700.0
1705309200000,42500.0,42550.0,42480.0,42525.0,25000.0
1705312800000,42525.0,42600.0,42510.0,42580.0,26000.0
1705316400000,42580.0,42620.0,42570.0,42610.0,27000.0
1705320000000,42610.0,42650.0,42600.0,42630.0,28000.0
1705323600000,42630.0,42680.0,42620.0,42670.0,29000.0
1705327200000,42670.0,42700.0,42660.0,42690.0,30000.0
1705330800000,42690.0,42750.0,42680.0,42730.0,31000.0
1705334400000,42730.0,42780.0,42720.0,42760.0,32000.0
1705338000000,42760.0,42800.0,42750.0,42790.0,33000.0
1705341600000,42790.0,42850.0,42780.0,42830.0,34000.0
1705345200000,42830.0,42880.0,42820.0,42860.0,35000.0
1705348800000,42860.0,42900.0,42850.0,42890.0,36000.0
1705352400000,42890.0,42950.0,42880.0,42930.0,37000.0
1705356000000,42930.0,42980.0,42920.0,42960.0,38000.0
1705359600000,42960.0,43000.0,42950.0,42990.0,39000.0
1705363200000,42990.0,43050.0,42980.0,43030.0,40000.0
1705366800000,43030.0,43080.0,43020.0,43060.0,41000.0
1705370400000,43060.0,43100.0,43050.0,43090.0,42000.0
1705374000000,43090.0,43150.0,43080.0,43130.0,43000.0
1705377600000,43130.0,43180.0,43120.0,43160.0,44000.0
1705381200000,43160.0,43200.0,43150.0,43190.0,45000.0
1705384800000,43190.0,43250.0,43180.0,43230.0,46000.0
1705388400000,43230.0,43280.0,43220.0,43260.0,47000.0
1705392000000,43260.0,43300.0,43250.0,43290.0,48000.0
1705395600000,43290.0,43350.0,43280.0,43330.0,49000.0
1705399200000,43330.0,43380.0,43320.0,43360.0,50000.0
1705402800000,43360.0,43400.0,43350.0,43390.0,51000.0
1705406400000,43390.0,43450.0,43380.0,43430.0,52000.0
1705410000000,43430.0,43480.0,43420.0,43460.0,53000.0
1705413600000,43460.0,43500.0,43450.0,43490.0,54000.0
1705417200000,43490.0,43550.0,43480.0,43530.0,55000.0
1705420800000,43530.0,43580.0,43520.0,43560.0,56000.0
1705424400000,43560.0,43600.0,43550.0,43590.0,57000.0
1705428000000,43590.0,43650.0,43580.0,43630.0,58000.0
1705431600000,43630.0,43680.0,43620.0,43660.0,59000.0
1705435200000,43660.0,43700.0,43650.0,43690.0,60000.0
1705438800000,43690.0,43750.0,43680.0,43730.0,61000.0
1705442400000,43730.0,43780.0,43720.0,43760.0,62000.0
1705446000000,43760.0,43800.0,43750.0,43790.0,63000.0
1705449600000,43790.0,43850.0,43780.0,43830.0,64000.0
1705453200000,43830.0,43880.0,43820.0,43860.0,65000.0
1705456800000,43860.0,43900.0,43850.0,43890.0,66000.0
